Reporter_code,Reporter_description,Partner_code,Partner_description,Indicator_code,Indicator_description,Flow_Code,Year,Value (million US)
COM,COMESA (Common Market for Eastern and Southern Africa),AFR,Africa,AG,Agricultural products,X,2015,10422.69615
COM,COMESA (Common Market for Eastern and Southern Africa),MX,Mexico,MI,Fuels and mining products,X,2015,734.063154
COM,COMESA (Common Market for Eastern and Southern Africa),RU,Russian Federation,AGFO,Food,X,2015,4964.242266
COM,COMESA (Common Market for Eastern and Southern Africa),OEU,Other Europe,MAIS,Iron and steel,X,2015,370.439918
COM,COMESA (Common Market for Eastern and Southern Africa),OEU,Other Europe,MACHOC,Other chemicals,X,2015,207.707972
COM,COMESA (Common Market for Eastern and Southern Africa),RU,Russian Federation,MACHOC,Other chemicals,X,2015,33.646747
COM,COMESA (Common Market for Eastern and Southern Africa),OEU,Other Europe,AGFOOF,Other food products,X,2015,2127.43947
COM,COMESA (Common Market for Eastern and Southern Africa),MX,Mexico,MIOR,Ores and other minerals,X,2015,214.967864
COM,COMESA (Common Market for Eastern and Southern Africa),ANZ,Australia and New Zealand,MIFU,Fuels,X,2015,0.076313
COM,COMESA (Common Market for Eastern and Southern Africa),ANZ,Australia and New Zealand,MACHOC,Other chemicals,X,2015,67.210689
COM,COMESA (Common Market for Eastern and Southern Africa),RU,Russian Federation,MIOR,Ores and other minerals,X,2015,133.217743
COM,COMESA (Common Market for Eastern and Southern Africa),AFR,Africa,AGFO,Food,X,2015,10300.1386
COM,COMESA (Common Market for Eastern and Southern Africa),RU,Russian Federation,MINF,-Non--ferrous metals-,X,2015,1.234219
COM,COMESA (Common Market for Eastern and Southern Africa),ANZ,Australia and New Zealand,MINF,-Non--ferrous metals-,X,2015,179.440901
COM,COMESA (Common Market for Eastern and Southern Africa),RU,Russian Federation,MAIS,Iron and steel,X,2015,49.936472
COM,COMESA (Common Market for Eastern and Southern Africa),MX,Mexico,AGFO,Food,X,2015,2055.155695
COM,COMESA (Common Market for Eastern and Southern Africa),AFR,Africa,MINF,-Non--ferrous metals-,X,2015,269.288664
COM,COMESA (Common Market for Eastern and Southern Africa),RU,Russian Federation,AGFOOF,Other food products,X,2015,4595.219207
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),AG,Agricultural products,X,2015,587.573573
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,MINF,-Non--ferrous metals-,X,2015,32.402294
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),MINF,-Non--ferrous metals-,X,2015,0.010024
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,AG,Agricultural products,X,2015,10582.74328
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,MIFU,Fuels,X,2015,305.378696
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,MAIS,Iron and steel,X,2015,239.511046
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,AGFOOF,Other food products,X,2015,10246.3131
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,MACHOC,Other chemicals,X,2015,145.211397
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,MIOR,Ores and other minerals,X,2015,1800.636796
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,MACH,Chemicals,X,2015,186.221486
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,MI,Fuels and mining products,X,2015,2138.417787
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,AGRA,Raw materials,X,2015,259.122139
COM,COMESA (Common Market for Eastern and Southern Africa),MEA,Middle East,AGFO,Food,X,2015,10323.62114
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,AGFO,Food,X,2015,6686.64098
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,MI,Fuels and mining products,X,2015,4331.747705
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),MINF,-Non--ferrous metals-,X,2015,1.244242
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,MIFU,Fuels,X,2015,1739.136598
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),AG,Agricultural products,X,2015,5745.222746
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),MIFU,Fuels,X,2015,8485.81264
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),AGRA,Raw materials,X,2015,4062.601279
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),MI,Fuels and mining products,X,2015,372.427015
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,MACH,Chemicals,X,2015,337.489213
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,AGFO,Food,X,2015,3176.314161
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,MAIS,Iron and steel,X,2015,147.293091
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,MIOR,Ores and other minerals,X,2015,2549.613637
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,AGRA,Raw materials,X,2015,251.437262
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),MACHOC,Other chemicals,X,2015,41.771631
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),MACH,Chemicals,X,2015,3832.585578
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),MAIS,Iron and steel,X,2015,2460.37617
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),MACH,Chemicals,X,2015,69.167645
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),MAIS,Iron and steel,X,2015,58.624126
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),AGFO,Food,X,2015,5496.447885
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),MIOR,Ores and other minerals,X,2015,9776.414755
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),AGFOOF,Other food products,X,2015,33605.14939
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),AGFOOF,Other food products,X,2015,5099.833555
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),MACHOC,Other chemicals,X,2015,3361.291243
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),MINF,-Non--ferrous metals-,X,2015,3071.878961
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),AGFO,Food,X,2015,36553.27389
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,MIOR,Ores and other minerals,X,2015,4476.616946
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,MINF,-Non--ferrous metals-,X,2015,42.99747
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),AGFO,Food,X,2015,532.205619
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),MACH,Chemicals,X,2015,14.218028
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,MIFU,Fuels,X,2015,2973.551119
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,AGFOOF,Other food products,X,2015,6139.861978
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),MI,Fuels and mining products,X,2015,237.768222
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),MIFU,Fuels,X,2015,21.697374
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),AGRA,Raw materials,X,2015,55.367954
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),MIOR,Ores and other minerals,X,2015,216.060825
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),MAIS,Iron and steel,X,2015,8.687654
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),AGRA,Raw materials,X,2015,248.774861
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),MI,Fuels and mining products,X,2015,21334.10636
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,MI,Fuels and mining products,X,2015,10083.59894
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,AGFOOF,Other food products,X,2015,3174.313207
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),MIOR,Ores and other minerals,X,2015,349.278567
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,MACHOC,Other chemicals,X,2015,316.789718
COM,COMESA (Common Market for Eastern and Southern Africa),IN,India,AG,Agricultural products,X,2015,3427.751423
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,AG,Agricultural products,X,2015,8086.324846
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,MACHOC,Other chemicals,X,2015,612.428945
COM,COMESA (Common Market for Eastern and Southern Africa),CIS,Commonwealth of Independent States (CIS),MIFU,Fuels,X,2015,21.904205
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,AGRA,Raw materials,X,2015,1399.683867
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,MAIS,Iron and steel,X,2015,562.516293
COM,COMESA (Common Market for Eastern and Southern Africa),E28,European Union (28),AG,Agricultural products,X,2015,40615.87517
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,MACH,Chemicals,X,2015,629.171177
COM,COMESA (Common Market for Eastern and Southern Africa),NI4,Four East Asian traders,MINF,-Non--ferrous metals-,X,2015,2633.430879
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,MAIS,Iron and steel,X,2015,274.398544
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,MACH,Chemicals,X,2015,569.292439
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,AGRA,Raw materials,X,2015,781.411323
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,AGFO,Food,X,2015,4937.209293
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,MINF,-Non--ferrous metals-,X,2015,713.546296
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,AG,Agricultural products,X,2015,5718.620616
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,MACHOC,Other chemicals,X,2015,370.183865
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,AGFOOF,Other food products,X,2015,3840.395737
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,MIFU,Fuels,X,2015,340.649902
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,MI,Fuels and mining products,X,2015,6983.358163
COM,COMESA (Common Market for Eastern and Southern Africa),JP,Japan,MIOR,Ores and other minerals,X,2015,5929.161965
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,MACHOC,Other chemicals,X,2015,8498.262733
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,MIFU,Fuels,X,2015,5922.936529
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,MACH,Chemicals,X,2015,2890.236757
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,AGRA,Raw materials,X,2015,278.590042
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,MI,Fuels and mining products,X,2015,8621.361154
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,MIOR,Ores and other minerals,X,2015,76.261343
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,AGFO,Food,X,2015,24336.34336
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),MACHOC,Other chemicals,X,2015,8.124884
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,AGRA,Raw materials,X,2015,4328.250216
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,MAIS,Iron and steel,X,2015,4003.473993
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,MAIS,Iron and steel,X,2015,50.62926
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,AG,Agricultural products,X,2015,28664.59358
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,MI,Fuels and mining products,X,2015,387.79004
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,MINF,-Non--ferrous metals-,X,2015,4098.49766
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,AG,Agricultural products,X,2015,4983.394904
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,AGFOOF,Other food products,X,2015,20868.31002
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,MINF,-Non--ferrous metals-,X,2015,170.80038
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,MINF,-Non--ferrous metals-,X,2015,1537.336815
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,MINF,-Non--ferrous metals-,X,2015,98.488284
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,MIFU,Fuels,X,2015,346.492957
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,MACHOC,Other chemicals,X,2015,234.509287
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,MACH,Chemicals,X,2015,11422.35654
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,AGFOOF,Other food products,X,2015,917.332728
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,MACHOC,Other chemicals,X,2015,161.208602
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,MAIS,Iron and steel,X,2015,343.247766
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,MIFU,Fuels,X,2015,40315.40005
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,AGRA,Raw materials,X,2015,85.253447
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,MI,Fuels and mining products,X,2015,48983.21154
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,MIOR,Ores and other minerals,X,2015,380.57868
COM,COMESA (Common Market for Eastern and Southern Africa),CIO,Other CIS (CIS11),AGFOOF,Other food products,X,2015,504.614348
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,MACH,Chemicals,X,2015,258.719919
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,AG,Agricultural products,X,2015,9456.032949
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,MI,Fuels and mining products,X,2015,825.55992
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,MIFU,Fuels,X,2015,140.728318
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,AG,Agricultural products,X,2015,966.663203
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,AGFOOF,Other food products,X,2015,4064.574311
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,MACH,Chemicals,X,2015,190.254221
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,MACHOC,Other chemicals,X,2015,2678.885592
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,MIOR,Ores and other minerals,X,2015,1161.087811
COM,COMESA (Common Market for Eastern and Southern Africa),NAX,North America,MIOR,Ores and other minerals,X,2015,4569.313825
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,AGFO,Food,X,2015,4704.804862
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,AGFO,Food,X,2015,9370.779502
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,AGFO,Food,X,2015,929.359095
COM,COMESA (Common Market for Eastern and Southern Africa),OAF,Other Africa,AGFOOF,Other food products,X,2015,9228.474919
COM,COMESA (Common Market for Eastern and Southern Africa),ZA,South Africa,AGRA,Raw materials,X,2015,37.304108
COM,COMESA (Common Market for Eastern and Southern Africa),BR,Brazil,MAIS,Iron and steel,X,2015,162.483621
CI,C�te d'Ivoire,AFR,Africa,MINF,-Non--ferrous metals-,X,2015,32.99782
CI,C�te d'Ivoire,AFR,Africa,AGFOOF,Other food products,X,2015,3447.229421
CI,C�te d'Ivoire,AFR,Africa,MACHOC,Other chemicals,X,2015,2197.928481
CI,C�te d'Ivoire,AFR,Africa,AG,Agricultural products,X,2015,4071.195868
CI,C�te d'Ivoire,AFR,Africa,MIFU,Fuels,X,2015,2675.54243
CI,C�te d'Ivoire,AFR,Africa,MAIS,Iron and steel,X,2015,332.238125
CI,C�te d'Ivoire,AFR,Africa,MIOR,Ores and other minerals,X,2015,280.474661
CI,C�te d'Ivoire,CN,China,MIOR,Ores and other minerals,X,2015,4910.417701
CI,C�te d'Ivoire,EUR,Europe,MIOR,Ores and other minerals,X,2015,4754.028387
CI,C�te d'Ivoire,OAS,Other Asia,MACH,Chemicals,X,2015,4968.312995
CI,C�te d'Ivoire,EUR,Europe,MINF,-Non--ferrous metals-,X,2015,2845.269449
CI,C�te d'Ivoire,CN,China,MIFU,Fuels,X,2015,2183.925015
CI,C�te d'Ivoire,CN,China,AGFOOF,Other food products,X,2015,17282.91227
CI,C�te d'Ivoire,CN,China,AG,Agricultural products,X,2015,26849.96878
CI,C�te d'Ivoire,EUR,Europe,MACH,Chemicals,X,2015,64089.24885
CI,C�te d'Ivoire,CN,China,MINF,-Non--ferrous metals-,X,2015,826.916843
CI,C�te d'Ivoire,EUR,Europe,AG,Agricultural products,X,2015,19154.82867
CI,C�te d'Ivoire,EUR,Europe,MACHOC,Other chemicals,X,2015,31915.15385
CI,C�te d'Ivoire,CSC,South and Central America,MIOR,Ores and other minerals,X,2015,518.686403
HR,Croatia,EUR,Europe,MI,Fuels and mining products,X,2015,25495.44188
HR,Croatia,EUR,Europe,AGFO,Food,X,2015,14183.65452
HR,Croatia,EUR,Europe,AGFOOF,Other food products,X,2015,12982.22339
HR,Croatia,CSC,South and Central America,MINF,-Non--ferrous metals-,X,2015,421.795778
HR,Croatia,EUR,Europe,AGRA,Raw materials,X,2015,4971.174152
HR,Croatia,EUR,Europe,MAIS,Iron and steel,X,2015,1429.609947
HR,Croatia,CN,China,MAIS,Iron and steel,X,2015,488.026175
HR,Croatia,CSC,South and Central America,MIFU,Fuels,X,2015,32377.48079
HR,Croatia,OAS,Other Asia,MIOR,Ores and other minerals,X,2015,657.065431
HR,Croatia,MEA,Middle East,MAIS,Iron and steel,X,2015,371.266284
HR,Croatia,MEA,Middle East,MINF,-Non--ferrous metals-,X,2015,297.984744
HR,Croatia,MEA,Middle East,AG,Agricultural products,X,2015,4582.519973
HR,Croatia,CSC,South and Central America,MACH,Chemicals,X,2015,22273.50371
HR,Croatia,MEA,Middle East,MIFU,Fuels,X,2015,978.441211
HR,Croatia,OAS,Other Asia,MI,Fuels and mining products,X,2015,1416.872981
HR,Croatia,OAS,Other Asia,MINF,-Non--ferrous metals-,X,2015,251.102184
HR,Croatia,MEA,Middle East,MIOR,Ores and other minerals,X,2015,223.723149
HR,Croatia,MEA,Middle East,MACHOC,Other chemicals,X,2015,3242.75625
HR,Croatia,MEA,Middle East,AGFO,Food,X,2015,4105.660665
HR,Croatia,MEA,Middle East,AGRA,Raw materials,X,2015,476.859308
HR,Croatia,MEA,Middle East,AGFOOF,Other food products,X,2015,4079.43677
HR,Croatia,MEA,Middle East,MI,Fuels and mining products,X,2015,1500.149103
HR,Croatia,OAS,Other Asia,AG,Agricultural products,X,2015,11910.1682
HR,Croatia,OAS,Other Asia,AGFOOF,Other food products,X,2015,8845.552099
HR,Croatia,OAS,Other Asia,MACHOC,Other chemicals,X,2015,4329.512351
HR,Croatia,MEA,Middle East,MACH,Chemicals,X,2015,4110.611234
HR,Croatia,CSC,South and Central America,AGRA,Raw materials,X,2015,1936.446016
HR,Croatia,OAS,Other Asia,MAIS,Iron and steel,X,2015,210.781797
HR,Croatia,CSC,South and Central America,MACHOC,Other chemicals,X,2015,19696.49791
HR,Croatia,CSC,South and Central America,AG,Agricultural products,X,2015,14566.62118
HR,Croatia,OAS,Other Asia,AGRA,Raw materials,X,2015,2838.124127
HR,Croatia,CN,China,MACHOC,Other chemicals,X,2015,11494.36266
HR,Croatia,EUR,Europe,MIFU,Fuels,X,2015,17896.14404
HR,Croatia,CSC,South and Central America,MAIS,Iron and steel,X,2015,917.435759
HR,Croatia,CSC,South and Central America,AGFOOF,Other food products,X,2015,12517.84826
HR,Croatia,CSC,South and Central America,AGFO,Food,X,2015,12630.17516
HR,Croatia,OAS,Other Asia,MIFU,Fuels,X,2015,508.705366
HR,Croatia,CN,China,MI,Fuels and mining products,X,2015,7921.259559
HR,Croatia,CSC,South and Central America,MI,Fuels and mining products,X,2015,33317.96297
HR,Croatia,CN,China,MACH,Chemicals,X,2015,13505.83864
HR,Croatia,OAS,Other Asia,AGFO,Food,X,2015,9072.044075
HR,Croatia,CN,China,AGRA,Raw materials,X,2015,8563.080742
HR,Croatia,CN,China,AGFO,Food,X,2015,18286.88804
HR,Croatia,CIO,Other CIS (CIS11),MINF,-Non--ferrous metals-,X,2015,12.045936
HR,Croatia,IN,India,MACH,Chemicals,X,2015,3213.648808
HR,Croatia,E28,European Union (28),AG,Agricultural products,X,2015,16793.24616
HR,Croatia,CIO,Other CIS (CIS11),MIOR,Ores and other minerals,X,2015,3.587323
HR,Croatia,NAX,North America,MINF,-Non--ferrous metals-,X,2015,8886.4377
HR,Croatia,CIS,Commonwealth of Independent States (CIS),MINF,-Non--ferrous metals-,X,2015,22.645769
HR,Croatia,CIO,Other CIS (CIS11),AG,Agricultural products,X,2015,272.759703
HR,Croatia,IN,India,AGRA,Raw materials,X,2015,759.851905
HR,Croatia,E28,European Union (28),MAIS,Iron and steel,X,2015,1285.531904
HR,Croatia,CIS,Commonwealth of Independent States (CIS),AG,Agricultural products,X,2015,760.316441
HR,Croatia,CIO,Other CIS (CIS11),MACHOC,Other chemicals,X,2015,147.251711
HR,Croatia,IN,India,AGFO,Food,X,2015,993.136565
HR,Croatia,E28,European Union (28),AGFOOF,Other food products,X,2015,11513.35937
HR,Croatia,NI4,Four East Asian traders,MINF,-Non--ferrous metals-,X,2015,1529.101443
HR,Croatia,NI4,Four East Asian traders,MIFU,Fuels,X,2015,3422.733411
HR,Croatia,E28,European Union (28),MACHOC,Other chemicals,X,2015,29994.41447
HR,Croatia,CIO,Other CIS (CIS11),MAIS,Iron and steel,X,2015,38.133729
HR,Croatia,CIS,Commonwealth of Independent States (CIS),AGFOOF,Other food products,X,2015,589.671179
HR,Croatia,NI4,Four East Asian traders,MIOR,Ores and other minerals,X,2015,1881.139452
HR,Croatia,CIO,Other CIS (CIS11),MIFU,Fuels,X,2015,288.163716
HR,Croatia,IN,India,MAIS,Iron and steel,X,2015,189.263504
HR,Croatia,NAX,North America,AGRA,Raw materials,X,2015,5586.441861
HR,Croatia,E28,European Union (28),MACH,Chemicals,X,2015,59953.71564
HR,Croatia,CIO,Other CIS (CIS11),AGFOOF,Other food products,X,2015,190.258912
HR,Croatia,CIS,Commonwealth of Independent States (CIS),MACH,Chemicals,X,2015,1123.148669
HR,Croatia,E28,European Union (28),AGFO,Food,X,2015,12686.07689
HR,Croatia,CIO,Other CIS (CIS11),MI,Fuels and mining products,X,2015,303.796975
HR,Croatia,E28,European Union (28),AGRA,Raw materials,X,2015,4107.169272
HR,Croatia,CIS,Commonwealth of Independent States (CIS),AGFO,Food,X,2015,628.735939
HR,Croatia,E28,European Union (28),MIOR,Ores and other minerals,X,2015,3474.186406
HR,Croatia,CIS,Commonwealth of Independent States (CIS),AGRA,Raw materials,X,2015,131.580502
HR,Croatia,NAX,North America,MACHOC,Other chemicals,X,2015,50647.03815
HR,Croatia,CIO,Other CIS (CIS11),AGFO,Food,X,2015,229.323672
HR,Croatia,CIS,Commonwealth of Independent States (CIS),MAIS,Iron and steel,X,2015,104.491681
HR,Croatia,CIO,Other CIS (CIS11),AGRA,Raw materials,X,2015,43.436032
HR,Croatia,NAX,North America,AGFOOF,Other food products,X,2015,39690.47867
HR,Croatia,NAX,North America,AG,Agricultural products,X,2015,46449.19141
HR,Croatia,NAX,North America,MIOR,Ores and other minerals,X,2015,6836.927082
HR,Croatia,NAX,North America,AGFO,Food,X,2015,40862.74955
HR,Croatia,CIO,Other CIS (CIS11),MACH,Chemicals,X,2015,198.919971
HR,Croatia,NAX,North America,MIFU,Fuels,X,2015,38727.04178
HR,Croatia,NAX,North America,MI,Fuels and mining products,X,2015,54450.40656
HR,Croatia,E28,European Union (28),MIFU,Fuels,X,2015,15064.26895
HR,Croatia,NAX,North America,MAIS,Iron and steel,X,2015,11116.00945
HR,Croatia,IN,India,AG,Agricultural products,X,2015,1752.98847
HR,Croatia,IN,India,MACHOC,Other chemicals,X,2015,2833.820229
HR,Croatia,NI4,Four East Asian traders,MI,Fuels and mining products,X,2015,6832.974306
HR,Croatia,IN,India,AGFOOF,Other food products,X,2015,977.254354
HR,Croatia,CIS,Commonwealth of Independent States (CIS),MIFU,Fuels,X,2015,308.447537
HR,Croatia,E28,European Union (28),MINF,-Non--ferrous metals-,X,2015,2668.794997
HR,Croatia,IN,India,MI,Fuels and mining products,X,2015,1986.20043
HR,Croatia,CIS,Commonwealth of Independent States (CIS),MACHOC,Other chemicals,X,2015,869.311784
HR,Croatia,NI4,Four East Asian traders,AGFOOF,Other food products,X,2015,12179.74533
HR,Croatia,NI4,Four East Asian traders,MACHOC,Other chemicals,X,2015,14038.05314
HR,Croatia,NI4,Four East Asian traders,AG,Agricultural products,X,2015,15092.47222
HR,Croatia,CIS,Commonwealth of Independent States (CIS),MIOR,Ores and other minerals,X,2015,20.11242
HR,Croatia,NI4,Four East Asian traders,AGFO,Food,X,2015,12819.47607
HR,Croatia,CIS,Commonwealth of Independent States (CIS),MI,Fuels and mining products,X,2015,351.205726
HR,Croatia,IN,India,MIFU,Fuels,X,2015,1075.795182
HR,Croatia,NI4,Four East Asian traders,MAIS,Iron and steel,X,2015,430.58241
HR,Croatia,IN,India,MIOR,Ores and other minerals,X,2015,612.583182
HR,Croatia,NI4,Four East Asian traders,AGRA,Raw materials,X,2015,2272.996145
HR,Croatia,NI4,Four East Asian traders,MACH,Chemicals,X,2015,16128.59268
HR,Croatia,E28,European Union (28),MI,Fuels and mining products,X,2015,21207.25035
HR,Croatia,IN,India,MINF,-Non--ferrous metals-,X,2015,297.822067
HR,Croatia,NAX,North America,MACH,Chemicals,X,2015,56565.93965
HR,Croatia,ANZ,Australia and New Zealand,AGRA,Raw materials,X,2015,146.56805
HR,Croatia,RU,Russian Federation,MACH,Chemicals,X,2015,924.228699
HR,Croatia,OEU,Other Europe,AGFO,Food,X,2015,1497.577633
HR,Croatia,MX,Mexico,MI,Fuels and mining products,X,2015,26379.12826
HR,Croatia,ANZ,Australia and New Zealand,MI,Fuels and mining products,X,2015,481.237637
HR,Croatia,ANZ,Australia and New Zealand,AGFO,Food,X,2015,1855.322909
HR,Croatia,MX,Mexico,MACH,Chemicals,X,2015,25821.10584
HR,Croatia,OEU,Other Europe,MIOR,Ores and other minerals,X,2015,1279.841981
HR,Croatia,RU,Russian Federation,MIFU,Fuels,X,2015,20.283821
HR,Croatia,MX,Mexico,AGFOOF,Other food products,X,2015,16564.24268
HR,Croatia,AFR,Africa,AGRA,Raw materials,X,2015,596.124831
HR,Croatia,MX,Mexico,AG,Agricultural products,X,2015,19402.9676
HR,Croatia,AFR,Africa,AGFO,Food,X,2015,3475.071036
HR,Croatia,OEU,Other Europe,MIFU,Fuels,X,2015,2831.875093
HR,Croatia,MX,Mexico,MAIS,Iron and steel,X,2015,4800.14565
HR,Croatia,RU,Russian Federation,MIOR,Ores and other minerals,X,2015,16.525097
HR,Croatia,AFR,Africa,MI,Fuels and mining products,X,2015,2989.01491
